[option]color,[option]size,category,master_sku,sku,name,price,available_on,description,meta_description,meta_keywords,cost_price,(default)quantity,(online)quantity,[option]scent,[option]style,[option] color
,O/S,Categories -> STORIES,SKU17681,SKU176811,COSABELLA CUTIE THONG BLACK,19.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""1"">Cosabella</span> is famous for its use of vibrant, cutting-edge colors and it believes that a woman&rsquo;s lingerie should be able to reflect her every mood.</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<div style=""display: block;"">
			<div style=""display: block;"">
				<p>
					<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""2"">Cosabella</span>.</span></span></p>
				<p>
					<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Ultra-soft, wide stretch lace band with seamless crotch panel.&nbsp; One size fits all.</span></span></p>
			</div>
		</div>
	</div>
</div>
","","",19.0,0,0,,,
,O/S,Categories -> STORIES,SKU17682,SKU176821,COSABELLA CUTIE THONG CORAL,19.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""1"">Cosabella</span> is famous for its use of vibrant, cutting-edge colors and it believes that a woman&rsquo;s lingerie should be able to reflect her every mood.</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<div style=""display: block;"">
			<div style=""display: block;"">
				<div style=""display: block;"">
					<p>
						<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""2"">Cosabella</span>.</span></span></p>
					<p>
						<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Ultra-soft, wide stretch lace band with seamless crotch panel.&nbsp; One size fits all.</span></span></p>
				</div>
			</div>
		</div>
	</div>
</div>
","","",19.0,0,0,,,
,O/S,Categories -> STORIES,SKU17683,SKU176831,COSABELLA CUTIE THONG BARBADOS,19.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""1"">Cosabella</span> is famous for its use of vibrant, cutting-edge colors and it believes that a woman&rsquo;s lingerie should be able to reflect her every mood.</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<div style=""display: block;"">
			<div style=""display: block;"">
				<div style=""display: block;"">
					<p>
						<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""2"">Cosabella</span>.</span></span></p>
					<p>
						<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Ultra-soft, wide stretch lace band with seamless crotch panel.&nbsp; One size fits all.</span></span></p>
				</div>
			</div>
		</div>
	</div>
</div>
","","",19.0,0,0,,,
,O/S,Categories -> STORIES,SKU17684,SKU176841,COSABELLA CUTIE THONG COBALT,19.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""1"">Cosabella</span> is famous for its use of vibrant, cutting-edge colors and it believes that a woman&rsquo;s lingerie should be able to reflect her every mood.</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<div style=""display: block;"">
			<div style=""display: block;"">
				<div style=""display: block;"">
					<div style=""display: block;"">
						<p>
							<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""2"">Cosabella</span>.</span></span></p>
						<p>
							<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Ultra-soft, wide stretch lace band with seamless crotch panel.&nbsp; One size fits all.</span></span></p>
					</div>
				</div>
			</div>
		</div>
	</div>
</div>
","","",19.0,0,0,,,
,O/S,Categories -> STORIES,SKU17685,SKU176851,COSABELLA CUTIE THONG ANTHRACITE,19.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""1"">Cosabella</span> is famous for its use of vibrant, cutting-edge colors and it believes that a woman&rsquo;s lingerie should be able to reflect her every mood.</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<div style=""display: block;"">
			<div style=""display: block;"">
				<div style=""display: block;"">
					<div style=""display: block;"">
						<p>
							<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span data-scayt_word=""Cosabella"" data-scaytid=""2"">Cosabella</span>.</span></span></p>
						<p>
							<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Ultra-soft, wide stretch lace band with seamless crotch panel.&nbsp; One size fits all.</span></span></p>
					</div>
				</div>
			</div>
		</div>
	</div>
</div>
","","",19.0,0,0,,,
ROSEGOLD,,Categories -> STORIES,SKU17688,SKU176881,BING BANG CROSS STUDS ROSEGOLD,38.0,,"<p>
	<span style=""font-size:14px;""><span><span style=""font-family: georgia,serif;"">Founded in 2002, Bing Bang has captured the hearts, necklines and wrists of downtown darlings who are both salty &amp; sweet, by pairing a Punk Rock sensibility with elegant Victorian femininity, to create a unique line of unforgettable keepsakes.&nbsp; Each piece is fashioned in the brand&rsquo;s signature <span data-scayt_word=""aesthetic"" data-scaytid=""1"">aesthetic</span> with layered sterling and brass chains, mixed metal finishes, curious charms &amp; distressed lockets, often with bits of turquoise, pearls or Swarovski crystals.</span></span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-family:georgia,serif;""><span style=""font-size:14px;"">Bing Bang by Anna Sheffield.</span></span></p>
	<p>
		<span style=""font-family: georgia,serif;""><span style=""font-size: 14px;""><span data-scayt_word=""Antiqued"" data-scaytid=""2"">Antiqued</span> rose gold plated studs featuring a textured cross.</span></span></p>
</div>
","","",38.0,0,0,,,
SILVER,,Categories -> STORIES,SKU17689,SKU176891,LOW LUV CRESCENT SHAPE DANGLE EARRINGS SILVER,55.0,,"<p>
	<span style=""font-size:14px;""><span><span style=""font-family: georgia,serif;"">Model/designer/stylist Erin <span data-scayt_word=""Wasson"" data-scaytid=""1"">Wasson</span> experiments with jewelry made from 14-karat gold and silver-plated materials.&nbsp; This season&rsquo;s pieces are inspired by Nordic and Aztec designs. </span></span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Low <span data-scayt_word=""Luv"" data-scaytid=""3"">Luv</span> x Erin <span data-scayt_word=""Wasson"" data-scaytid=""2"">Wasson</span>.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Oxidized, silver or gold-plated dangle earrings.&nbsp; </span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">3&quot; long.&nbsp; </span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in the USA.</span></span></p>
</div>
","","",55.0,0,0,,,
GOLD,,Categories -> STORIES,SKU17690,SKU176901,DOUBLE CROSS VICTORIAN BANGLE GOLD,38.0,,"<p>
	<span style=""font-size:14px;""><span><span style=""font-family: georgia,serif;"">Founded in 2002, Bing Bang has captured the hearts, necklines and wrists of downtown darlings who are both salty &amp; sweet, by pairing a Punk Rock sensibility with elegant Victorian femininity, to create a unique line of unforgettable keepsakes.&nbsp; Each piece is fashioned in the brand&rsquo;s signature <span data-scayt_word=""aesthetic"" data-scaytid=""360"">aesthetic</span> with layered sterling and brass chains, mixed metal finishes, curious charms &amp; distressed lockets, often with bits of turquoise, pearls or Swarovski crystals.</span></span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<strong><span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">FINAL SALE!</span></span></strong></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bing Bang by Anna Sheffield.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Victorian cross detailing can be worn at the front or back of wrist, flexible fit and unisex!</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made of brass with an oxidized finish.</span></span></p>
</div>
","","",68.0,2,0,,,
SILVER,,Categories -> STORIES,SKU17691SILVER,SKU176911,BING BANG TINY SKULL CUFF SILVER,68.0,,"<p>
	<span style=""font-size:14px;""><span><span style=""font-family: georgia,serif;"">Founded in 2002, Bing Bang has captured the hearts, necklines and wrists of downtown darlings who are both salty &amp; sweet, by pairing a Punk Rock sensibility with elegant Victorian femininity, to create a unique line of unforgettable keepsakes.&nbsp; Each piece is fashioned in the brand&rsquo;s signature <span data-scayt_word=""aesthetic"" data-scaytid=""1"">aesthetic</span> with layered sterling and brass chains, mixed metal finishes, curious charms &amp; distressed lockets, often with bits of turquoise, pearls or Swarovski crystals.</span></span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bing Bang by Anna Sheffield.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Six tiny skulls adorn this hand hammered bar cuff, perfect for stacking!</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Brass and oxidized silver plate.</span></span></p>
</div>
","","",68.0,1,0,,,
SILVER,,Categories -> STORIES,SKU17712SILVER,SKU177121,BING BANG TINY SKULL STUDS SILVER,30.0,,"<p>
	<span style=""font-size:14px;""><span><span style=""font-family: georgia,serif;"">Founded in 2002, Bing Bang has captured the hearts, necklines and wrists of downtown darlings who are both salty &amp; sweet, by pairing a Punk Rock sensibility with elegant Victorian femininity, to create a unique line of unforgettable keepsakes.&nbsp; Each piece is fashioned in the brand&rsquo;s signature <span data-scayt_word=""aesthetic"" data-scaytid=""1"">aesthetic</span> with layered sterling and brass chains, mixed metal finishes, curious charms &amp; distressed lockets, often with bits of turquoise, pearls or Swarovski crystals.</span></span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bing Bang by Anna Sheffield.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Tiny carved skull earrings with centered post backing.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Sterling silver.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">0.125&quot; long.</span></span></p>
	<p>
		<span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">*Please note:&nbsp; Gun metal color is not pictured, but available also.</span></span></p>
</div>
","","",30.0,0,0,,,
PINK,,Categories -> STORIES,SKU17762,SKU177621,RGB PINK NAIL POLISH,16.0,,"<p>
	<span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">0.40 fl oz.</span></p>
<p style=""margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">No formaldehyde, no toluene, no&nbsp;<span data-scayt_word=""DBP"" data-scaytid=""1"">DBP</span>, no formaldehyde resin, no camphor.</span></span></p>
 <hr/> <p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">Formaldehyde and carcinogen free,&nbsp;<span data-scayt_word=""RGB"" data-scaytid=""2"">RGB</span>&nbsp;nail polish is cruelty free and made in the USA. &nbsp;Named one of Allure Magazine&#39;s favorite eco nail polishes.</span></span></p>
","","",16.0,0,0,,,
RED,,Categories -> STORIES,SKU17763,SKU177631,RGB RED NAIL POLISH,16.0,,"<div style=""color: rgb(34, 34, 34); background-color: rgb(255, 255, 255); "">
	<p>
		<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">Formaldehyde and carcinogen free,&nbsp;<span data-scayt_word=""RGB"" data-scaytid=""1"">RGB</span>&nbsp;nail polish is cruelty free and made in the USA. &nbsp;Named one of Allure Magazine&#39;s favorite eco nail polishes.</span></span></p>
</div>
 <hr/> <p>
	<span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">0.40 fl oz.</span></p>
<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">No formaldehyde, no toluene, no&nbsp;<span data-scayt_word=""DBP"" data-scaytid=""2"">DBP</span>, no formaldehyde resin, no camphor.</span></span></p>
<p style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in the USA. Cruelty free.</span></span></p>
","","",16.0,0,0,,,
BLACK,XS,Categories -> SALE,SKU17784,SKU177841,STANDARD SILK TEE,38.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family:georgia,serif;"">The</span></span><span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">&nbsp;Standard silk tee is made from 100% silk vintage garments, and is a unique one-of-a-kind piece.&nbsp;</span></p>
<p style=""margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">All vintage is sent out for a special washing process, and then sized and labeled before it is available for sale. Due to the fact that all pieces are one-of-a-kind vintage items, no two will be exactly alike, so please allow for slight variations in color, texture, finishing and weight. &nbsp;&nbsp;</span></span></p>
<p style=""margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Our top priority is making sure our customers are happy with our product. If you are not 100% satisfied with your purchase, please feel free to contact your concierge or return it- on us!</span></span></p>
 <hr/> <p>
	<span class=""Apple-style-span"" style=""font-family: georgia, serif; font-size: 14px; "">People go nuts for our Standard Silk Tee&rsquo;s. Made from vintage silk garments sourced in the USA, it&rsquo;s a classic shape with a button keyhole detail in the back. I don&rsquo;t even need to suggest what to wear it with because you literally can&rsquo;t fail with this shirt. I dare you to find a 100% silk shirt for this price.</span></p>
<p style=""margin-top: 0px !important; margin-right: 0px !important; margin-bottom: 10px !important; margin-left: 0px !important; padding-top: 0px; padding-right: 0px; padding-bottom: 0px; padding-left: 0px; "">
	<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Please note. &nbsp;Styles may vary slightly in color, texture, finishing or print from the item pictured on our site. Please read About Me for more details.</span></span></p>
","","",58.0,0,0,,,
